학교ID,학교명,전화번호,설립유형,학생수,학생수남,학생수여,교원수,교원수남,교원수여,공시연도
B000005984,전주효문초등학교,063-221-6836,단설,208,115,93,24,8,16,2025
B000005985,전주효림초등학교,063-227-3524,단설,297,158,139,27,6,21,2025
B000005986,전주대정초등학교,063-236-9553,단설,723,346,377,59,11,48,2025
B000005987,전주양지초등학교,063-226-2694,병설,218,119,99,23,5,18,2025
B000005988,전주신성초등학교,063-225-6904,단설,328,177,151,30,7,23,2025
B000005989,전주우전초등학교,063-222-6339,단설,742,389,353,53,10,43,2025
B000005990,전주서곡초등학교,063-278-8124,단설,516,276,240,41,13,28,2025
B000005991,전주지곡초등학교,063-280-0594,단설,771,376,395,57,14,43,2025
B000005992,전주문학초등학교,063-715-1034,단설,574,284,290,46,3,43,2025
B000005993,전주금암초등학교,0632756736,단설,185,90,95,22,8,14,2025
B000005994,전주덕진초등학교,063-251-4530,병설,81,41,40,12,6,6,2025
B000005995,전주북초등학교,063-241-5947,단설,319,153,166,26,5,21,2025
B000005996,전주만수초등학교,063-247-7752,단설,533,278,255,43,8,35,2025
B000005997,전주초포초등학교,063-253-8152,병설,261,145,116,26,9,17,2025
B000005998,전주아중초등학교,0632417743,병설,155,83,72,19,6,13,2025
B000005999,전주기린초등학교,063-241-7443,병설,353,201,152,33,6,27,2025
B000006000,전주용소초등학교,063-270-0206,단설,386,195,191,37,6,31,2025
B000006001,전주신동초등학교,063-278-4014,단설,637,324,313,52,8,44,2025
B000006002,전주미산초등학교,063-253-7374,단설,27,15,12,15,5,10,2025
B000006003,전주팔복초등학교,063-211-4495,단설,50,25,25,13,5,8,2025
B000006004,전주조촌초등학교,063-213-0560,단설,638,340,298,55,12,43,2025
B000006006,전주장동초등학교,063-212-9742,병설,86,46,40,13,3,10,2025
B000006007,전주반월초등학교,063-212-6474,단설,444,230,214,35,12,23,2025
B000006008,전주용덕초등학교,063-212-7088,단설,84,45,39,12,5,7,2025
B000006009,전주원동초등학교,063-212-1037,병설,74,52,22,13,5,8,2025
B000006010,전주송북초등학교,063-251-5809,단설,458,237,221,40,13,27,2025
B000006011,전주송천초등학교,063-251-4676,단설,541,279,262,40,9,31,2025
B000006012,전주송원초등학교,063-251-7158,단설,380,189,191,30,9,21,2025
B000006013,전주동신초등학교,063-245-1528,단설,499,256,243,45,8,37,2025
B000006014,전주인봉초등학교,063-240-1903,단설,688,344,344,53,14,39,2025
B000006015,전주전라초등학교,063-245-3271,단설,468,233,235,40,12,28,2025
B000006016,전주북일초등학교,063-242-4098,단설,433,218,215,41,9,32,2025
B000006017,전주금평초등학교,246-6844,단설,209,108,101,25,9,16,2025
B000006018,전주인후초등학교,,단설,698,313,385,53,9,44,2025
B000006019,전주전일초등학교,063-251-7123,단설,181,81,100,20,4,16,2025
B000006020,전주덕일초등학교,,병설,168,92,76,22,4,18,2025
B000006021,전주동북초등학교,063-275-6211,단설,124,61,63,16,4,12,2025
B000006022,전주진북초등학교,063-251-4425,단설,187,98,89,23,6,17,2025
B000006023,전주오송초등학교,063-251-6471,단설,859,446,413,67,11,56,2025
B000006024,군산아리울초등학교,063-440-8880,병설,575,274,301,44,11,33,2025
B000006027,군산중앙초등학교,063-443-1736,단설,240,114,126,20,7,13,2025
B000006028,군산금광초등학교,063-465-0559,병설,58,31,27,12,4,8,2025
B000006030,군산흥남초등학교,063-466-0019,단설,157,76,81,20,4,16,2025
B000006031,군산남초등학교,063-465-2521,단설,88,68,20,14,7,7,2025
B000006032,군산풍문초등학교,063-445-1493,병설,234,126,108,24,7,17,2025
B000006033,군산서초등학교,063-445-1680,단설,98,47,51,13,3,10,2025
B000006035,군산진포초등학교,063-464-5693,단설,519,258,261,37,5,32,2025
B000006036,군산나운초등학교,063-465-8102,단설,191,103,88,22,1,21,2025
B000006037,군산신흥초등학교,063-467-2271,병설,341,175,166,29,8,21,2025
B000006038,미룡초등학교,063-463-4876,병설,54,28,26,14,4,10,2025
B000006039,군산용문초등학교,063-466-8238,단설,519,257,262,38,4,34,2025
B000006040,군산수송초등학교,063-465-2822,단설,290,148,142,31,6,25,2025
B000006041,군산푸른솔초등학교,063-460-1704,단설,529,260,269,41,1,40,2025
B000006042,군산미장초등학교,063-440-1307,병설,794,393,401,58,13,45,2025
B000006043,군산지곡초등학교,063-461-3688,단설,382,194,188,33,7,26,2025
B000006044,군산동초등학교,063-452-1979,병설,478,234,244,39,9,30,2025
B000006045,해성초등학교,,단설,20,12,8,10,2,8,2025
B000006046,군산산북초등학교,063-465-2415,단설,313,168,145,29,8,21,2025
B000006047,군산구암초등학교,063-445-2406,단설,296,160,136,29,6,23,2025
B000006048,군산신풍초등학교,063-465-1003,단설,219,109,110,21,3,18,2025
B000006049,군산서해초등학교,063-468-1674,단설,561,284,277,45,3,42,2025
B000006050,군산문화초등학교,063-465-0906,단설,137,69,68,18,3,15,2025
B000006051,문창초등학교,063-465-5008,단설,51,31,20,15,5,10,2025
B000006052,소룡초등학교,063-468-9105,단설,368,201,167,31,8,23,2025
B000006053,군산경포초등학교,063-445-0611,단설,492,258,234,35,5,30,2025
B000006054,군산미성초등학교,063-464-7546,단설,77,40,37,13,4,9,2025
B000006056,옥구초등학교,063-464-8511,단설,98,53,45,11,2,9,2025
B000006057,당북초등학교,063-468-0061,병설,335,166,169,31,9,22,2025
B000006058,옥산초등학교,063-464-4547,단설,43,20,23,12,4,8,2025
B000006059,오봉초등학교,063-466-5998,단설,31,19,12,10,6,4,2025
B000006060,회현초등학교,063-466-5637,병설,126,55,71,17,6,11,2025
B000006061,성산초등학교,063-453-0049,단설,37,12,25,12,6,6,2025
B000006062,창오초등학교,063-453-2017,단설,14,9,5,5,3,2,2025
B000006063,나포초등학교,063-453-1044,병설,25,15,10,10,3,7,2025
B000006064,대야초등학교,063-451-4561,단설,80,43,37,11,6,5,2025
B000006065,대야남초등학교,063-451-2310,단설,19,9,10,10,5,5,2025
B000006066,발산초등학교,063-451-5539,단설,21,4,17,10,1,9,2025
B000006067,개정초등학교,063-452-6365,병설,78,48,30,12,3,9,2025
B000006068,임피초등학교,063-453-2011,병설,48,30,18,12,4,8,2025
B000006069,술산초등학교,063-453-6015,단설,14,9,5,10,2,8,2025
B000006072,서수초등학교,063-453-9692,병설,33,18,15,10,3,7,2025
B000006073,옥봉초등학교,063-471-2017,병설,39,24,15,13,5,8,2025
B000006078,무녀도초등학교,063-465-7013,단설,5,3,2,5,4,1,2025
B000006083,이리중앙초등학교,063-855-3137,단설,97,60,37,13,3,10,2025
B000006084,이리동남초등학교,063-842-8295,단설,448,228,220,35,7,28,2025
B000006085,이리동산초등학교,063-857-2232,병설,449,210,239,35,5,30,2025
B000006086,이리송학초등학교,063-857-3660,병설,403,213,190,30,4,26,2025
B000006087,이리서초등학교,063-857-9069,단설,454,259,195,39,6,33,2025
B000006088,이리남초등학교,063-843-1060,단설,39,24,15,10,2,8,2025
B000006089,이리신흥초등학교,063-857-7660,단설,52,24,28,13,1,12,2025
B000006090,이리마한초등학교,063-831-6002,병설,278,139,139,28,5,23,2025
B000006091,이리백제초등학교,063-831-3472,단설,443,215,228,39,6,33,2025
B000006092,이리동초등학교,063-830-6800,단설,298,156,142,30,7,23,2025
B000006093,이리북일초등학교,063-855-6031,단설,75,40,35,11,3,8,2025
B000006094,이리계문초등학교,063-852-2781,단설,45,20,25,11,2,9,2025
B000006095,익산초등학교,063-831-4385,단설,312,166,146,31,8,23,2025
B000006096,익산어양초등학교,063-835-8105,단설,555,291,264,38,7,31,2025
B000006097,이리팔봉초등학교,0638352878,단설,252,127,125,30,4,26,2025
B000006098,이리석암초등학교,063-834-0560,단설,34,19,15,10,1,9,2025
B000006099,익산한벌초등학교,063-839-1502,단설,454,215,239,38,9,29,2025
B000006100,익산궁동초등학교,063-836-4180,단설,567,272,295,43,5,38,2025
B000006101,이리삼성초등학교,063-834-0116,단설,38,16,22,12,1,11,2025
B000006102,천서초등학교,063-832-1701,단설,38,20,18,12,2,10,2025
B000006103,이리북초등학교,0638554912,단설,140,77,63,17,5,12,2025
B000006104,이리남창초등학교,063-855-4199,병설,50,33,17,11,0,11,2025
B000006105,익산옥야초등학교,063-837-7013,단설,158,88,70,19,3,16,2025
B000006106,이리초등학교,063-853-0915,단설,517,269,248,44,7,37,2025
B000006107,이리고현초등학교,063-857-9209,단설,238,118,120,23,4,19,2025
B000006108,이리모현초등학교,063-858-2452,단설,756,379,377,57,6,51,2025
B000006109,이리부천초등학교,063-831-8402,단설,396,192,204,35,10,25,2025
B000006110,이리부송초등학교,063-830-8600,단설,273,137,136,26,6,20,2025
B000006111,이리신동초등학교,063-858-5064,단설,118,55,63,16,2,14,2025
B000006112,이리동북초등학교,063-857-1280,병설,264,127,137,27,5,22,2025
B000006113,이리영등초등학교,063-720-2580,단설,648,336,312,50,7,43,2025
B000006114,다송초등학교,063-862-2107,단설,13,8,5,4,1,3,2025
B000006115,함열초등학교,063-861-2213,단설,158,79,79,18,4,14,2025
B000006116,황등남초등학교,063-856-6351,병설,110,59,51,13,5,8,2025
B000006117,용산초등학교,063-858-6826,단설,48,30,18,11,6,5,2025
B000006118,황등초등학교,063-856-5930,단설,26,17,9,11,3,8,2025
B000006119,삼기초등학교,0638587283,병설,12,4,8,9,6,3,2025
B000006120,석불초등학교,063-857-7027,단설,6,4,2,9,1,8,2025
B000006121,웅포초등학교,063-861-5784,병설,11,4,7,8,2,6,2025
B000006122,함라초등학교,063-856-9852,단설,18,8,10,10,3,7,2025
B000006123,성당초등학교,063-861-0443,병설,40,26,14,14,6,8,2025
B000006125,용안초등학교,0638620426,단설,12,8,4,11,3,8,2025
B000006126,용남초등학교,063-862-2268,단설,18,8,10,6,4,2,2025
B000006127,용북초등학교,0638612295,단설,7,1,6,4,2,2,2025
B000006128,흥왕초등학교,063-862-7671,단설,27,11,16,12,4,8,2025
B000006129,성북초등학교,063-861-8729,단설,22,7,15,6,1,5,2025
B000006130,망성초등학교,063-861-7158,병설,15,9,6,9,4,5,2025
B000006131,용성초등학교,063-861-7920,단설,10,4,6,5,3,2,2025
B000006132,낭산초등학교,063-862-5520,병설,18,11,7,8,2,6,2025
B000006133,금마초등학교,063-836-6016,병설,145,79,66,17,3,14,2025
B000006134,미륵초등학교,063-836-7996,단설,19,9,10,6,3,3,2025
B000006135,오산남초등학교,063-842-5850,단설,92,50,42,13,0,13,2025
B000006136,영만초등학교,063-850-4801,단설,403,204,199,35,11,24,2025
B000006137,오산초등학교,063-854-1238,병설,55,25,30,11,1,10,2025
B000006138,여산초등학교,063-836-8290,단설,69,32,37,11,4,7,2025
B000006139,왕궁초등학교,063-832-0991,단설,75,46,29,13,1,12,2025
B000006140,왕북초등학교,063-834-0865,단설,28,13,15,8,2,6,2025
B000006141,왕궁남초등학교,063-291-0517,병설,10,7,3,13,3,10,2025
B000006142,춘포초등학교,063-842-8212,단설,52,25,27,13,5,8,2025
B000006143,영산초등학교,063-533-4185,단설,17,6,11,9,4,5,2025
B000006144,정읍동초등학교,063-531-7231,병설,122,64,58,17,6,11,2025
B000006145,동신초등학교,063-535-0178,병설,601,316,285,48,7,41,2025
B000006146,정읍남초등학교,063-535-2141,병설,191,97,94,24,3,21,2025
B000006147,정읍북초등학교,063-532-8128,단설,312,153,159,31,9,22,2025
B000006148,서신초등학교,063.535.3512,병설,30,17,13,12,4,8,2025
B000006149,교암초등학교,063-535-2973,병설,51,32,19,13,3,10,2025
B000006150,내장초등학교,063-536-5762,단설,53,29,24,10,4,6,2025
B000006151,정일초등학교,063-531-5784,단설,41,21,20,11,3,8,2025
B000006152,한솔초등학교,063-530-8901,단설,742,361,381,56,18,38,2025
B000006153,정읍초등학교,063-538-0167,단설,206,112,94,22,8,14,2025
B000006154,정읍수성초등학교,063-532-3785,병설,221,104,117,23,7,16,2025
B000006155,정읍서초등학교,063-535-3711,단설,357,173,184,33,5,28,2025
B000006156,신태인초등학교,063-571-2142,단설,113,57,56,16,3,13,2025
B000006157,보성초등학교,063-536-5262,병설,33,15,18,9,1,8,2025
B000006158,북면초등학교,063-535-0018,단설,62,25,37,11,7,4,2025
B000006159,정우초등학교,063-537-6945,병설,50,27,23,12,5,7,2025
B000006160,정남초등학교,063-537-8577,병설,16,11,5,10,1,9,2025
B000006162,덕천초등학교,063-536-5026,단설,41,26,15,12,5,7,2025
B000006163,이평초등학교,063-534-1074,단설,27,20,7,13,4,9,2025
B000006164,영원초등학교,063-536-7011,병설,18,9,9,11,4,7,2025
B000006166,고부초등학교,063-536-3021,병설,27,11,16,13,3,10,2025
B000006167,소성초등학교,063-537-2290,병설,17,13,4,9,1,8,2025
B000006168,입암초등학교,063-534-2046,단설,26,18,8,10,3,7,2025
B000006169,대흥초등학교,063-534-2013,단설,55,36,19,12,6,6,2025
B000006170,능교초등학교,063-538-5593,단설,12,5,7,12,2,10,2025
B000006171,감곡초등학교,063-571-0775,단설,18,12,6,11,3,8,2025
B000006172,태인초등학교,063-534-8845,단설,43,23,20,13,5,8,2025
B000006173,옹동초등학교,063-537-8058,병설,17,11,6,10,3,7,2025
B000006174,백암초등학교,063-534-3415,단설,23,12,11,10,4,6,2025
B000006175,칠보초등학교,063-534-3105,병설,23,15,8,11,4,7,2025
B000006176,산외초등학교,063-537-3214,단설,21,8,13,11,2,9,2025
B000006178,수곡초등학교,063-534-3275,병설,44,23,21,12,7,5,2025
B000006179,남원교룡초등학교,063-626-2142,단설,159,82,77,20,6,14,2025
B000006180,남원노암초등학교,063-626-7669,단설,201,117,84,22,7,15,2025
B000006181,남원왕치초등학교,063-633-4295,단설,45,25,20,12,3,9,2025
B000006182,남원도통초등학교,063-630-7000,단설,395,197,198,33,10,23,2025
B000006183,남원중앙초등학교,063-625-3893,병설,215,113,102,23,5,18,2025
B000006184,남원월락초등학교,063-625-1587,단설,516,272,244,43,10,33,2025
B000006185,인월초등학교,063-636-2004,병설,71,38,33,11,4,7,2025
B000006186,남원초등학교,063-630-8805,단설,378,201,177,37,11,26,2025
B000006187,남원용성초등학교,063-625-1220,병설,147,71,76,20,6,14,2025
B000006188,운봉초등학교,063-634-0150,병설,80,42,38,14,9,5,2025
B000006189,보절초등학교,063-634-4970,단설,16,6,10,9,4,5,2025
B000006190,원천초등학교,063-626-0377,단설,42,26,16,11,4,7,2025
B000006191,이백초등학교,063-635-9529,단설,20,11,9,11,5,6,2025
B000006192,오동초등학교,063-633-6551,병설,61,37,24,11,6,5,2025
B000006193,산내초등학교,063-636-3278,병설,47,23,24,11,4,7,2025
B000006194,아영초등학교,063-626-7464,단설,38,26,12,12,4,8,2025
B000006195,산동초등학교,063-626-1383,병설,18,10,8,10,2,8,2025
B000006196,사매초등학교,063-634-8674,병설,38,26,12,11,4,7,2025
B000006197,덕과초등학교,0636268733,단설,47,28,19,12,3,9,2025
B000006198,수지초등학교,063-626-0998,단설,31,19,12,11,5,6,2025
B000006199,송동초등학교,063-634-6442,병설,17,9,8,10,2,8,2025
B000006200,주생초등학교,063-631-8909,병설,47,29,18,13,3,10,2025
B000006201,금지초등학교,063-631-7079,병설,15,9,6,13,5,8,2025
B000006203,대강초등학교,063-626-6559,병설,14,6,8,12,6,6,2025
B000006204,남원대산초등학교,0636250239,단설,31,20,11,11,6,5,2025
B000006205,남원서원초등학교,063-625-0277,병설,50,23,27,11,3,8,2025
B000006206,김제북초등학교,0635478923,병설,58,32,26,12,4,8,2025
B000006207,백석초등학교,063-547-7673,단설,83,48,35,15,2,13,2025
B000006208,월성초등학교,063-548-4727,단설,39,21,18,12,1,11,2025
B000006209,월촌초등학교,063-542-9152,병설,72,37,35,14,2,12,2025
B000006210,김제검산초등학교,063-546-0040,단설,629,335,294,51,8,43,2025
B000006211,김제동초등학교,063-544-8363,단설,411,201,210,37,8,29,2025
B000006212,김제중앙초등학교,063-546-4850,단설,305,160,145,31,9,22,2025
B000006213,김제초등학교,063-546-5214,병설,221,120,101,25,6,19,2025
B000006214,청하초등학교,063-543-5737,병설,12,8,4,11,5,6,2025
B000006215,만경초등학교,063-542-5886,단설,41,26,15,13,2,11,2025
B000006216,벽량초등학교,063-546-7717,병설,23,12,11,9,3,6,2025
B000006217,죽산초등학교,063-546-3303,단설,24,17,7,12,3,9,2025
B000006218,성덕초등학교,063-542-4767,단설,19,9,10,13,6,7,2025
B000006219,광활초등학교,063-543-3048,병설,19,5,14,11,2,9,2025
B000006220,진봉초등학교,063-543-5663,단설,7,7,0,10,7,3,2025
B000006222,종정초등학교,063-547-9110,단설,44,20,24,13,4,9,2025
B000006223,난산초등학교,063-543-1862,병설,30,15,15,11,5,6,2025
B000006224,백구초등학교,063-544-6704,병설,14,8,6,9,1,8,2025
B000006225,치문초등학교,063-542-2264,단설,20,11,9,9,3,6,2025
B000006226,부용초등학교,063-545-4905,단설,9,6,3,9,5,4,2025
B000006227,공덕초등학교,063-544-2660,단설,20,8,12,11,2,9,2025
B000006228,황강초등학교,063-544-0599,병설,10,6,4,10,4,6,2025
B000006229,남양초등학교,063-547-7016,병설,16,7,9,11,5,6,2025
B000006230,황산초등학교,063-546-4005,병설,31,18,13,10,2,8,2025
B000006231,금구초등학교,063-546-5601,단설,78,45,33,13,3,10,2025
B000006232,청운초등학교,063-548-7497,단설,56,26,30,12,4,8,2025
B000006233,봉남초등학교,063-543-8054,단설,36,25,11,11,4,7,2025
B000006234,초처초등학교,063-544-7760,단설,12,8,4,10,5,5,2025
B000006235,금산초등학교,544-0601,병설,8,5,3,8,2,6,2025
B000006238,원평초등학교,063-543-0812,단설,54,24,30,11,2,9,2025
B000006239,용지초등학교,063-542-3665,단설,29,15,14,12,2,10,2025
B000006240,비룡초등학교,063-542-4214,단설,9,4,5,9,3,6,2025
B000006241,용동초등학교,063-543-2940,단설,17,11,6,10,2,8,2025
B000006242,삼례중앙초등학교,063-291-2599,병설,152,78,74,24,8,16,2025
B000006244,삼례초등학교,063-291-2031,병설,171,81,90,23,9,14,2025
B000006246,봉성초등학교,063-261-2209,병설,53,26,27,11,3,8,2025
